Fecha Hora Inicio,Fecha Hora Termino,Duracion,Instalación,Proceso,Turno,Motivo (Seleccione de la Lista),Responsable,Falla,Impevisto,Tiempo perdido,¿Qué pasó? (Efecto),¿Por qué pasó? (Causa),¿Cómo se resolvió? (Acciones),¿Qué Paso?,¿Por qué Paso?:,¿Cómo se Resolvió?
2023-07-04 14:00:00,2023-07-04 14:50:00,00:50:00,210-21-703/1/1  DESCORTEZADOR L3,P Madera L3,B,Otros (Int.) (P Madera L3),  Operaciones,,N,S,"Inversiones RotaBarker
(tiempo acumulado durante turno).
",,,,,
2023-07-04 12:30:00,2023-07-04 13:00:00,00:30:00,210-25-385  CINTA TRANSPORTADORA DE CORTEZA L3,P Madera L3,B,Retiro de Metal (Int.) (P Madera L3),  Operaciones,,N,S,"Retiro De Metal y alambres
 (tiempo acumulado durante turno)
",,,,,
2023-07-04 10:15:00,2023-07-04 11:15:00,01:00:00,210-21-209  ASTILLADOR L3,P Madera L3,B,Cambios de Cuchillo (P Madera L3),  Operaciones,,N,S,.,,,,,
2023-07-04 06:15:00,2023-07-04 06:50:00,00:35:00,210-25-702/1/1  TRANSP CADENA ALIMENT A DESCORTEZA,P Madera L3,A,Limpieza de Equipo (Int.) (P Madera L3),  Operaciones,,N,S,Limpieza  corteza en la  placa traspaso de trozos del Power Feed 210-25-702,,,,,
2023-07-04 02:15:00,2023-07-04 02:35:00,00:20:00,210-25-701A/1/1  CUBIERTA RECEPCION DE TRONCOS L3,P Madera L3,A,Otros (Int.) (P Madera L3),  Operaciones,,N,S,Auto inversiones de limpieza del Separador de Piedras 210-25-701/B  por alto torque. Tiempo acumulativo turno,,,,,
2023-07-04 01:30:00,2023-07-04 02:00:00,00:30:00,210-21-703/1/1  DESCORTEZADOR L3,P Madera L3,A,Otros (Int.) (P Madera L3),  Operaciones,,N,S,Auto inversiones de limpieza del RTBK 210-21-703 por alto torque. Tiempo acumulativo turno.,,,,,
2023-07-04 01:00:00,2023-07-04 01:10:00,00:10:00,210-25-385  CINTA TRANSPORTADORA DE CORTEZA L3,P Madera L3,A,Retiro de Metal (Int.) (P Madera L3),  Operaciones,,N,S,Se actúa detector de metales QS-3205 de la cinta 385; se retiran alambres. Tiempo acumulativo turno.,,,,,
2023-07-04 00:40:00,2023-07-04 00:40:00,00:00:00,210-20-207  DETECTOR DE METALES,P Madera L3,A,Prueba de Equipo (P Madera L3),  Operaciones,,N,N,,,,,,
2023-07-03 22:00:00,2023-07-03 22:30:00,00:30:00,210-21-703/1/1  DESCORTEZADOR L3,P Madera L3,C,Otros (Int.) (P Madera L3),  Operaciones,,N,S,"- Autoinversiones rotabarker por alto torque en modulos N°1 y 2, autolimpieza",,,,,
2023-07-03 19:55:00,2023-07-03 20:55:00,01:00:00,210-21-209  ASTILLADOR L3,P Madera L3,C,Cambios de Cuchillo (P Madera L3),  Operaciones,,N,S,"- Cuchillos retirados con desgaste normal
- Se inspecciona ducto de finos",,,,,
2023-07-03 18:20:00,2023-07-03 18:30:00,00:10:00,210-25-385  CINTA TRANSPORTADORA DE CORTEZA L3,P Madera L3,C,Otros (Int.) (P Madera L3),  Operaciones,,S,S,- Se activa LSH 3227,,,,,
2023-07-03 17:30:00,2023-07-03 17:45:00,00:15:00,210-25-702/1/1  TRANSP CADENA ALIMENT A DESCORTEZA,P Madera L3,C,Espera Recurso Eléctrico (P Madera L3),    Electrocontrol,,S,S,- Recurso ocupado en clasificacion,,,,,
2023-07-03 16:30:00,2023-07-03 17:30:00,01:00:00,210-25-702/1/1  TRANSP CADENA ALIMENT A DESCORTEZA,P Madera L3,C,Corte Trozo sobre Guarderas (P Madera L3),  Operaciones,,S,S,"- Trozo apretado en zona motriz de powerfeed y capota ingreso a rotabarker
",,,,,
2023-07-03 15:25:00,2023-07-03 15:45:00,00:20:00,210-21-212  CLASIFICADOR DE DISCOS,P Madera L3,B,Limpieza Scalper (Int.) (P Madera L3),  Operaciones,,N,S,Retiro de corteza de scalper.,,,,,
2023-07-03 13:00:00,2023-07-03 14:00:00,01:00:00,210-21-703/1/1  DESCORTEZADOR L3,P Madera L3,B,Otros (Int.) (P Madera L3),  Operaciones,,N,S,"Inversiones RotaBarker
(tiempo acumulado durante turno).
",,,,,
2023-07-03 12:20:00,2023-07-03 12:45:00,00:25:00,210-25-709/1/1  CINTA TRANSPORT DE CORTEZA LADO SU,P Madera L3,B,Taco de Corteza en Cinta (P Madera L3),  Operaciones,,S,S,.-Taco de corteza en cinta zona  polin cola.,,,,,
2023-07-03 07:10:00,2023-07-03 07:30:00,00:20:00,210-25-702/1/1  TRANSP CADENA ALIMENT A DESCORTEZA,P Madera L3,A,Limpieza de Equipo (Int.) (P Madera L3),  Operaciones,,S,S,Limpieza placa de traspaso power feed a modulo 1.,,,,,
2023-07-03 06:50:00,2023-07-03 07:10:00,00:20:00,210-25-701A/1/2  REDUCTOR MESA RECEPCION TRONCOS L,P Madera L3,A,Trabamiento de Rodillo (Int.) (P Madera L3),  Operaciones,,S,S,Trabamiento con corteza separador de piedras.,,,,,
2023-07-03 06:00:00,2023-07-03 06:50:00,00:50:00,210-21-703/1/1  DESCORTEZADOR L3,P Madera L3,A,Otros (Int.) (P Madera L3),  Operaciones,,N,S,Auto inversiones por alto torque módulos N°1 y 2.,,,,,
2023-07-03 05:00:00,2023-07-03 06:00:00,01:00:00,210-21-209  ASTILLADOR L3,P Madera L3,A,Cambios de Cuchillo (P Madera L3),  Operaciones,,N,S,,,,,,
2023-07-03 01:25:00,2023-07-03 02:30:00,01:05:00,210-21-728/1/1  PICADOR DE CORTEZA N°3 NORTE L3 Y,P Madera L3,A,Taco de Corteza en Chute (Int.) (P Madera L3),  Operaciones,,S,S,Taco de corteza en chute descarga cinta 385 a saalasti 728.,,,,,
2023-07-02 20:00:00,2023-07-02 23:30:00,03:30:00,210-25-702/1/1  TRANSP CADENA ALIMENT A DESCORTEZA,P Madera L3,C,Taco de Trozos (Int.) (P Madera L3),  Operaciones,,S,S,Taco de trozos en placa de traspaso power feed a modulo 1. (Colchón de corteza),,,,,
2023-07-02 18:39:00,2023-07-02 18:39:00,00:00:00,210-20-207  DETECTOR DE METALES,P Madera L3,C,Prueba de Equipo (P Madera L3),  Operaciones,,N,N,"- Equipo operativo
- Rutina operador de terreno",,,,,
2023-07-02 18:00:00,2023-07-02 18:20:00,00:20:00,210-21-703/1/1  DESCORTEZADOR L3,P Madera L3,C,Reapriete de Pernos (P Madera L3),    Mecánica,,N,S,- Se reapretan pernos de soportacion reductor 210-21-703/1,,,,,
2023-07-02 17:00:00,2023-07-02 18:00:00,01:00:00,210-21-209  ASTILLADOR L3,P Madera L3,C,Cambios de Cuchillo (P Madera L3),  Operaciones,,N,S,"- Cuchillos retirados con desgaste normal
- Se inspeciona ducto de finos",,,,,
2023-07-02 14:30:00,2023-07-02 15:00:00,00:30:00,210-21-703/1/1  DESCORTEZADOR L3,P Madera L3,B,Otros (Int.) (P Madera L3),  Operaciones,,N,S,"- Autoinversiones: tiempo acumulado por alto torque en modulos N° 1 y 2, autolimpieza",,,,,
2023-07-02 11:30:00,2023-07-02 12:00:00,00:30:00,210-25-701A/1/1  CUBIERTA RECEPCION DE TRONCOS L3,P Madera L3,B,Sin Alimentación (P Madera L3),  Operaciones,,S,S,"- Tiempo acumulado en turno por falta de alimentacion, ramplas en mal estado
- Mala condicion de canchas
",,,,,
2023-07-02 09:00:00,2023-07-02 09:15:00,00:15:00,210-25-385  CINTA TRANSPORTADORA DE CORTEZA L3,P Madera L3,B,Retiro de Metal (Int.) (P Madera L3),  Operaciones,,S,S,- Tiempo cumulado en retiro de metales        ( alambre ),,,,,
2023-07-02 08:58:00,2023-07-02 08:58:00,00:00:00,210-20-207  DETECTOR DE METALES,P Madera L3,B,Prueba de Equipo (P Madera L3),  Operaciones,,N,N,"- Equipo operativo 
- Rutina operador de terreno",,,,,
2023-07-02 06:30:00,2023-07-02 07:00:00,00:30:00,210-21-703/1/1  DESCORTEZADOR L3,P Madera L3,A,Otros (Int.) (P Madera L3),  Operaciones,,N,S,Auto inversiones por alto torque módulos N°1 y 2.,,,,,
2023-07-02 05:30:00,2023-07-02 06:30:00,01:00:00,210-21-209  ASTILLADOR L3,P Madera L3,A,Cambios de Cuchillo (P Madera L3),  Operaciones,,N,S,,,,,,
2023-07-02 04:00:00,2023-07-02 04:30:00,00:30:00,210-25-702/1/1  TRANSP CADENA ALIMENT A DESCORTEZA,P Madera L3,A,Taco de Trozos (Int.) (P Madera L3),  Operaciones,,S,S,"Taco de trozos en power feed,Descarga separador de piedras.",,,,,
2023-07-01 23:00:00,2023-07-01 23:30:00,00:30:00,210-21-703/1/1  DESCORTEZADOR L3,P Madera L3,C,Otros (Int.) (P Madera L3),  Operaciones,,N,S,Auto inversiones por alto torque módulos N°1 y 2,,,,,
2023-07-01 19:20:00,2023-07-01 20:20:00,01:00:00,210-21-209  ASTILLADOR L3,P Madera L3,C,Cambios de Cuchillo (P Madera L3),  Operaciones,,N,S,,,,,,
2023-07-01 16:30:00,2023-07-01 16:40:00,00:10:00,210-25-385  CINTA TRANSPORTADORA DE CORTEZA L3,P Madera L3,C,Retiro de Metal (Int.) (P Madera L3),  Operaciones,,N,S,Se actúa detector de metales QS-3205 de la cinta 385; se retira alambre.Tiempo acumulativo turno.,,,,,
2023-07-01 16:20:00,2023-07-01 16:20:00,00:00:00,210-20-207  DETECTOR DE METALES,P Madera L3,C,Prueba de Equipo (P Madera L3),  Operaciones,,N,N,,,,,,
2023-07-01 12:45:00,2023-07-01 13:00:00,00:15:00,210-25-385  CINTA TRANSPORTADORA DE CORTEZA L3,P Madera L3,B,Retiro de Metal (Int.) (P Madera L3),  Operaciones,,N,S,Se actúa detector de metales QS-3205 de la cinta 385; se retiran  alambres.Tiempo acumulativo turno.,,,,,
2023-07-01 12:00:00,2023-07-01 12:30:00,00:30:00,210-21-703/1/1  DESCORTEZADOR L3,P Madera L3,B,Otros (Int.) (P Madera L3),  Operaciones,,N,S,Auto inversiones de limpieza del RTBK 210-21-703 por alto torque. Tiempo acumulativo turno.,,,,,
2023-07-01 10:40:00,2023-07-01 11:00:00,00:20:00,210-25-385  CINTA TRANSPORTADORA DE CORTEZA L3,P Madera L3,B,Taco de Corteza en Cinta (P Madera L3),  Operaciones,,N,S,Taco de corteza en la cinta 385 sector puente.,,,,,
2023-07-01 08:50:00,2023-07-01 08:50:00,00:00:00,210-20-207  DETECTOR DE METALES,P Madera L3,B,Prueba de Equipo (P Madera L3),  Operaciones,,N,N,,,,,,
2023-07-01 06:40:00,2023-07-01 07:20:00,00:40:00,210-25-205/03  MOTOR ELECTRICO ACCIONAMIENTO N°3,P Madera L3,A,Trabamiento de Rodillo (Int.) (P Madera L3),  Operaciones,,S,S,Trabamiento rodillo con despunte trozo.,,,,,
2023-07-01 05:40:00,2023-07-01 06:00:00,00:20:00,210-25-385  CINTA TRANSPORTADORA DE CORTEZA L3,P Madera L3,A,Limpieza de Equipo (Int.) (P Madera L3),  Operaciones,,S,S,Limpieza sensor de nivel210-LSH 3227-,,,,,
2023-07-01 05:00:00,2023-07-01 05:30:00,00:30:00,210-21-703/1/1  DESCORTEZADOR L3,P Madera L3,A,Otros (Int.) (P Madera L3),  Operaciones,,N,S,Auto inversiones por alto torque módulos N°1 y 2,,,,,
2023-07-01 03:00:00,2023-07-01 04:00:00,01:00:00,210-21-209  ASTILLADOR L3,P Madera L3,A,Cambios de Cuchillo (P Madera L3),  Operaciones,,N,S,,,,,,
2023-06-30 23:05:00,2023-06-30 23:20:00,00:15:00,210-25-386  CINTA TRANS. CORTEZA ESCALPER PICADORE,P Madera L3,C,Taco de Corteza en Cinta (P Madera L3),  Operaciones,,S,S,,,,,,
2023-06-30 22:30:00,2023-06-30 23:00:00,00:30:00,210-21-703/1/1  DESCORTEZADOR L3,P Madera L3,C,Otros (Int.) (P Madera L3),  Operaciones,,N,S,Auto inversiones por alto torque módulos N°1 y 2.,,,,,
2023-06-30 21:40:00,2023-06-30 22:10:00,00:30:00,210-25-701A/1/1  CUBIERTA RECEPCION DE TRONCOS L3,P Madera L3,C,En Panne Grúa Alimentación (Ext.) (P Madera L3),  Operaciones,,S,S,,,,,,
2023-06-30 17:00:00,2023-06-30 17:20:00,00:20:00,210-25-385  CINTA TRANSPORTADORA DE CORTEZA L3,P Madera L3,C,Retiro de Metal (Int.) (P Madera L3),  Operaciones,,N,S,Se actúa detector de metales QS-3205 de la cinta 385; se retira alambre.Tiempo acumulativo turno.,,,,,
2023-06-30 17:00:00,2023-06-30 17:00:00,00:00:00,210-20-207  DETECTOR DE METALES,P Madera L3,C,Prueba de Equipo (P Madera L3),  Operaciones,,N,N,,,,,,
2023-06-30 15:00:00,2023-06-30 15:59:00,00:59:00,210-21-209  ASTILLADOR L3,P Madera L3,B,Cambios de Cuchillo (P Madera L3),  Operaciones,,N,S,,,,,,
2023-06-30 13:30:00,2023-06-30 14:00:00,00:30:00,210-21-703/1/1  DESCORTEZADOR L3,P Madera L3,B,Otros (Int.) (P Madera L3),  Operaciones,,N,S,"- Autoinversiones por alto torque, autolimpiezas modulos N°1 y 2
- Tiempo acumulado en turno",,,,,
2023-06-30 10:10:00,2023-06-30 10:45:00,00:35:00,210-21-390  PICADOR DE CORTEZA N° 1,P Madera L3,B,Trabamiento de Rodillo (Int.) (P Madera L3),  Operaciones,,S,S,- TRabamiento de motor principal por corteza,,,,,
2023-06-30 09:00:00,2023-06-30 09:00:00,00:00:00,210-20-207  DETECTOR DE METALES,P Madera L3,B,Prueba de Equipo (P Madera L3),  Operaciones,,N,N,"- Equipo operativo 
- Rutina operador de terreno",,,,,
2023-06-30 08:00:00,2023-06-30 08:30:00,00:30:00,210-21-391  PICADOR DE CORTEZA N° 2,P Madera L3,B,Trabamiento de Rodillo (Int.) (P Madera L3),  Operaciones,,S,S,- Trabamiento de motor principal por corteza,,,,,
2023-06-30 06:30:00,2023-06-30 07:00:00,00:30:00,210-21-703/1/1  DESCORTEZADOR L3,P Madera L3,A,Otros (Int.) (P Madera L3),  Operaciones,,N,S,Auto inversiones por alto torque módulos N°1 y 2.,,,,,
2023-06-30 06:00:00,2023-06-30 06:20:00,00:20:00,210-001-003GAL3  GENERACIÓN DE ASTILLAS L3,P Madera L3,A,Falla Válvula (P Madera L3),    Electrocontrol,,S,S,Perdida de eficiencia por fuga de agua por prensa estopa.,,,,,
2023-06-30 03:00:00,2023-06-30 03:30:00,00:30:00,210-25-727/1/1  TRANSPORTADOR DE CADENA DESAGUE L4,P Madera L3,A,Taco de Corteza en Rastra (Int.) (P Madera L3),  Operaciones,,S,S,,,,,,
2023-06-30 02:00:00,2023-06-30 03:00:00,01:00:00,210-21-209  ASTILLADOR L3,P Madera L3,A,Cambios de Cuchillo (P Madera L3),  Operaciones,,N,S,,,,,,
2023-06-29 21:00:00,2023-06-29 21:30:00,00:30:00,210-21-703/1/1  DESCORTEZADOR L3,P Madera L3,C,Otros (Int.) (P Madera L3),  Operaciones,,N,S,Auto inversiones de limpieza del RTBK 210-21-703 por alto torque. Tiempo acumulativo turno.,,,,,
2023-06-29 18:50:00,2023-06-29 19:10:00,00:20:00,210-21-390  PICADOR DE CORTEZA N° 1,P Madera L3,C,Sobrecarga Motor (P Madera L3),  Operaciones,,N,S,,,,,,
2023-06-29 18:00:00,2023-06-29 18:25:00,00:25:00,210-21-388  CLASIFICADOR DE DISCO,P Madera L3,C,Armado de Andamio (P Madera L3),    Electrocontrol,,N,S,Se hace retiro de andamio sector Scalper de Corteza 210-21-388 ; queda instalada CCTV monitoreo del equipo.,,,,,
2023-06-29 17:35:00,2023-06-29 17:50:00,00:15:00,210-21-390  PICADOR DE CORTEZA N° 1,P Madera L3,C,Trabamiento Cinta (Int.) (P Madera L3),  Operaciones,,N,S,"Trabamiento de la cinta 210-21-390/4 del Picador de Corteza 210-21-390.
Tiempo acumulativo turno",,,,,
2023-06-29 17:20:00,2023-06-29 17:30:00,00:10:00,210-25-385  CINTA TRANSPORTADORA DE CORTEZA L3,P Madera L3,C,Retiro de Metal (Int.) (P Madera L3),  Operaciones,,N,S,Se actúa detector de metales QS-3205 de la cinta 385; se retira tramo de fierro,,,,,
2023-06-29 17:00:00,2023-06-29 17:00:00,00:00:00,210-20-207  DETECTOR DE METALES,P Madera L3,C,Prueba de Equipo (P Madera L3),  Operaciones,,N,N,,,,,,
2023-06-29 14:30:00,2023-06-29 14:50:00,00:20:00,210-21-703/1/1  DESCORTEZADOR L3,P Madera L3,B,Otros (Int.) (P Madera L3),  Operaciones,,N,S,"- Autoinversiones por alto torque, autolimpieza modulos N° 1 y 2 tiempo acumulado en turno",,,,,
2023-06-29 13:15:00,2023-06-29 14:00:00,00:45:00,210-21-703/1/1  DESCORTEZADOR L3,P Madera L3,B,Reapriete de Pernos (P Madera L3),    Mecánica,,N,S,"- Se reapretan tuercas y contra tuerca de perno tensor 
- Se reponene tuercas de soporte lasdo superior",,,,,
2023-06-29 12:15:00,2023-06-29 13:15:00,01:00:00,210-21-209  ASTILLADOR L3,P Madera L3,B,Cambios de Cuchillo (P Madera L3),  Operaciones,,N,S,"- Cuchillos retirados con desgaste normal 
- Se inspecciona ducto de finos",,,,,
2023-06-29 08:45:00,2023-06-29 09:10:00,00:25:00,210-21-388  CLASIFICADOR DE DISCO,P Madera L3,B,Taco de Corteza en Chute (Int.) (P Madera L3),  Operaciones,,S,S,,,,,,
2023-06-29 08:35:00,2023-06-29 08:35:00,00:00:00,210-20-207  DETECTOR DE METALES,P Madera L3,B,Prueba de Equipo (P Madera L3),  Operaciones,,N,N,"- Equipo operativo 
- Rutina operador d terreno",,,,,
2023-06-29 08:10:00,2023-06-29 08:30:00,00:20:00,210-25-385  CINTA TRANSPORTADORA DE CORTEZA L3,P Madera L3,B,Retiro de Metal (Int.) (P Madera L3),  Operaciones,,N,S,"- Tiempo acumulado en turno, por retiro de metales en cinta",,,,,
2023-06-29 05:00:00,2023-06-29 05:20:00,00:20:00,210-21-703/1/1  DESCORTEZADOR L3,P Madera L3,A,Otros (Int.) (P Madera L3),  Operaciones,,N,S,"Retiro De Metal y alambres
 (tiempo acumulado durante turno).
",,,,,
2023-06-29 03:00:00,2023-06-29 03:30:00,00:30:00,2003-210-013-06  EQUIPOS AUXILIARES L3,P Madera L3,A,Falla Bomba (P Madera L3),    Mecánica,,S,S,"210-23-738
falla en sello de bomba .",,,,,
2023-06-29 00:00:00,2023-06-29 00:30:00,00:30:00,210-25-702/1/1  TRANSP CADENA ALIMENT A DESCORTEZA,P Madera L3,A,Limpieza Estructuras (Int.) (P Madera L3),  Operaciones,,N,S,.-Limpieza de placa traspaso del power feed al modulo 1.,,,,,
2023-06-28 23:15:00,2023-06-28 23:59:00,00:44:00,210-25-702/1/1  TRANSP CADENA ALIMENT A DESCORTEZA,P Madera L3,C,Espera Recurso Eléctrico (P Madera L3),    Electrocontrol,,N,S,"Taco de corteza en la placa traspaso de trozos 210-25-702 al RTBK 210-21-703.
A la espera de recurso Electricista para desenergizar equipos y realizar limpieza.",,,,,
2023-06-28 20:20:00,2023-06-28 21:40:00,01:20:00,210-21-209  ASTILLADOR L3,P Madera L3,C,Cambios de Cuchillo (P Madera L3),  Operaciones,,N,S,"Cambio de cuchillos con Obs.,
Prenza N°5 con fino ,cuchillo apretado",,,,,
2023-06-28 19:00:00,2023-06-28 19:20:00,00:20:00,210-25-385  CINTA TRANSPORTADORA DE CORTEZA L3,P Madera L3,C,Otros (Int.) (P Madera L3),  Operaciones,,N,S,Inspeción de la cinta 210-25-385 ; equipo pierde señal y presenta temperatura.,,,,,
2023-06-28 18:40:00,2023-06-28 19:00:00,00:20:00,210-25-394  CINTA EXTRACTORA CORTEZA BAJO PICADORE,P Madera L3,C,Otros (Int.) (P Madera L3),  Operaciones,,N,S,Retiro de tablones desde interior Pallmann 210-21-31 ; equipo estaba en limpieza.,,,,,
2023-06-28 18:20:00,2023-06-28 18:40:00,00:20:00,210-21-390  PICADOR DE CORTEZA N° 1,P Madera L3,C,Sobrecarga Motor (P Madera L3),  Operaciones,,N,S,Siobrealimentación de corteza ; equipo con cuchillos malos,,,,,
2023-06-28 17:00:00,2023-06-28 17:00:00,00:00:00,210-20-207  DETECTOR DE METALES,P Madera L3,C,Prueba de Equipo (P Madera L3),  Operaciones,,N,N,,,,,,
2023-06-28 16:20:00,2023-06-28 16:40:00,00:20:00,210-21-390  PICADOR DE CORTEZA N° 1,P Madera L3,C,Taco de Corteza en Cinta (P Madera L3),  Operaciones,,N,S,Taco de corteza en la cinta 210-21-390/4,,,,,
2023-06-28 14:30:00,2023-06-28 15:00:00,00:30:00,210-21-703/1/1  DESCORTEZADOR L3,P Madera L3,B,Otros (Int.) (P Madera L3),  Operaciones,,N,S,"- Tiempo acumulado en turno, autoinversiones por alto torque en modulos N°1 y 2",,,,,
2023-06-28 13:55:00,2023-06-28 14:15:00,00:20:00,210-25-394  CINTA EXTRACTORA CORTEZA BAJO PICADORE,P Madera L3,B,Otros (Int.) (P Madera L3),  Operaciones,,N,S,- Instalacion de tablones para limpieza inferior de pallman 210-21-391,,,,,
2023-06-28 12:40:00,2023-06-28 13:10:00,00:30:00,210-25-702/1/1  TRANSP CADENA ALIMENT A DESCORTEZA,P Madera L3,B,Falla Bomba (P Madera L3),    Mecánica,,S,S,"- Baja eficiencia BB 210-23-735, por falla en acoplamiento de BB 210-23-736",,,,,
2023-06-28 11:05:00,2023-06-28 11:40:00,00:35:00,210-25-702/1/1  TRANSP CADENA ALIMENT A DESCORTEZA,P Madera L3,B,Otros (P Madera L3),    Mecánica,,S,S,- Trabamiento taco cadena N°1 en retorrno de powerfeed,,,,,
2023-06-28 08:00:00,2023-06-28 09:00:00,01:00:00,210-21-388  CLASIFICADOR DE DISCO,P Madera L3,B,Taco de Corteza en Chute (Int.) (P Madera L3),  Operaciones,,S,S,,,,,,
2023-06-28 06:00:00,2023-06-28 06:30:00,00:30:00,210-21-703/1/1  DESCORTEZADOR L3,P Madera L3,A,Otros (Int.) (P Madera L3),  Operaciones,,N,S,"Inversiones RotaBarker
(tiempo acumulado durante turno).
",,,,,
2023-06-28 05:00:00,2023-06-28 06:00:00,01:00:00,210-21-209  ASTILLADOR L3,P Madera L3,A,Cambios de Cuchillo (P Madera L3),  Operaciones,,N,S,.,,,,,
2023-06-27 22:00:00,2023-06-27 22:20:00,00:20:00,210-21-212  CLASIFICADOR DE DISCOS,P Madera L3,C,Limpieza Scalper (Int.) (P Madera L3),  Operaciones,,N,S,,,,,,
2023-06-27 20:00:00,2023-06-27 20:30:00,00:30:00,210-21-703/1/1  DESCORTEZADOR L3,P Madera L3,C,Otros (Int.) (P Madera L3),  Operaciones,,S,S,Auto inversiones por alto torque módulos N°1 y 2.,,,,,
2023-06-27 19:25:00,2023-06-27 19:45:00,00:20:00,210-21-391  PICADOR DE CORTEZA N° 2,P Madera L3,C,Sobrecarga Motor (P Madera L3),  Operaciones,,S,S,,,,,,
2023-06-27 18:00:00,2023-06-27 18:15:00,00:15:00,210-25-391  CINTA DE ALIMENTACION PICADOR CORTEZ N,P Madera L3,C,Limpieza de Equipo (Int.) (P Madera L3),  Operaciones,,N,S,Limpieza cinta.,,,,,
2023-06-27 17:20:00,2023-06-27 17:40:00,00:20:00,210-25-729/1/1  PICADOR DE CORTEZA N°4 NORTE L3 Y,P Madera L3,C,Otros (Int.) (P Madera L3),  Operaciones,,S,S,Atoyo en ducto descarga saalasti 729.,,,,,
2023-06-27 14:30:00,2023-06-27 15:00:00,00:30:00,210-21-703/1/1  DESCORTEZADOR L3,P Madera L3,B,Otros (Int.) (P Madera L3),  Operaciones,,N,S,- Autinversiones por alto torque en modulos N°1 y N°2,,,,,
2023-06-27 14:20:00,2023-06-27 14:30:00,00:10:00,210-25-701A/1/1  CUBIERTA RECEPCION DE TRONCOS L3,P Madera L3,B,Sin Alimentación (P Madera L3),  Operaciones,,S,S,- Espera de grua apoyo en cancha,,,,,
2023-06-27 13:40:00,2023-06-27 14:20:00,00:40:00,210-21-209  ASTILLADOR L3,P Madera L3,B,Espera Recurso Eléctrico (P Madera L3),    Electrocontrol,,S,S,- Electrisista ocupado en clasificacion,,,,,
2023-06-27 12:30:00,2023-06-27 13:40:00,01:10:00,210-21-209  ASTILLADOR L3,P Madera L3,B,Cambios de Cuchillo (P Madera L3),  Operaciones,,N,S,"- Cuchillos retirados con desgaste normal
- Se inspecciona ducto de finos 
- Demora por baja presion de ire",,,,,
2023-06-27 08:30:00,2023-06-27 09:10:00,00:40:00,210-25-702/1/1  TRANSP CADENA ALIMENT A DESCORTEZA,P Madera L3,B,Limpieza Estructuras (Int.) (P Madera L3),  Operaciones,,S,S,- Limpieza placa de traspaso hacia modulo N°1,,,,,
2023-06-27 08:16:00,2023-06-27 08:16:00,00:00:00,210-20-207  DETECTOR DE METALES,P Madera L3,B,Prueba de Equipo (P Madera L3),  Operaciones,,N,N,"- Equipo operativo 
- Rutina operador de terreno",,,,,
2023-06-27 06:00:00,2023-06-27 06:30:00,00:30:00,210-21-703/1/1  DESCORTEZADOR L3,P Madera L3,A,Otros (Int.) (P Madera L3),  Operaciones,,N,S,"Inversiones RotaBarker
(tiempo acumulado durante turno).
",,,,,
2023-06-27 02:00:00,2023-06-27 03:00:00,01:00:00,210-21-209  ASTILLADOR L3,P Madera L3,A,Cambios de Cuchillo (P Madera L3),  Operaciones,,N,S,.,,,,,
2023-06-26 23:30:00,2023-06-26 23:59:00,00:29:00,210-25-386  CINTA TRANS. CORTEZA ESCALPER PICADORE,P Madera L3,C,Taco de Corteza en Cinta (P Madera L3),  Operaciones,,S,S,,,,,,
2023-06-26 22:40:00,2023-06-26 23:00:00,00:20:00,210-21-212  CLASIFICADOR DE DISCOS,P Madera L3,C,Limpieza Scalper (Int.) (P Madera L3),  Operaciones,,S,S,,,,,,
2023-06-26 22:00:00,2023-06-26 22:30:00,00:30:00,210-21-390  PICADOR DE CORTEZA N° 1,P Madera L3,C,Sobrecarga Motor (P Madera L3),  Operaciones,,S,S,Sobrecarga motor principal pallman 390. pallman 391 en cambio cuchillos.,,,,,
2023-06-26 19:30:00,2023-06-26 20:00:00,00:30:00,210-001-003GAL3  GENERACIÓN DE ASTILLAS L3,P Madera L3,C,Otros (Int.) (P Madera L3),  Operaciones,,S,S,Perdida de eficiencia bomba 210-23-735.,,,,,
2023-06-26 18:30:00,2023-06-26 19:00:00,00:30:00,210-21-703/1/1  DESCORTEZADOR L3,P Madera L3,C,Otros (Int.) (P Madera L3),  Operaciones,,N,S,Auto inversiones por alto torque módulos N°1 y 2,,,,,
2023-06-26 16:15:00,2023-06-26 18:00:00,01:45:00,210-21-703/1/1  DESCORTEZADOR L3,P Madera L3,C,Falla Accionamiento (P Madera L3),    Mecánica,,S,S,"Falla accionamiento, cambio pernos de fijación reductor modulo1.",,,,,
2023-06-26 14:55:00,2023-06-26 15:20:00,00:25:00,210-21-703/1/1  DESCORTEZADOR L3,P Madera L3,B,Otros (Int.) (P Madera L3),  Operaciones,,N,S,"- Autoinversiones por alto torque en modulos 1-2
- Tiempo acumulado en turno",,,,,
2023-06-26 14:30:00,2023-06-26 15:00:00,00:30:00,210-25-701A/1/1  CUBIERTA RECEPCION DE TRONCOS L3,P Madera L3,B,Sin Alimentación (P Madera L3),  Operaciones,,S,S,"- Sin alimentacion tiempo acumulado en turno, grua en pane",,,,,
2023-06-26 14:00:00,2023-06-26 14:15:00,00:15:00,210-25-386  CINTA TRANS. CORTEZA ESCALPER PICADORE,P Madera L3,B,Taco de Corteza en Cinta (P Madera L3),  Operaciones,,S,S,- Retiro de trozos en chutedescarga 210-25-392,,,,,
