Fecha Hora Inicio,Fecha Hora Termino,Duracion,Instalación,Proceso,Turno,Motivo (Seleccione de la Lista),Responsable,Falla,Impevisto,Tiempo perdido,¿Qué pasó? (Efecto),¿Por qué pasó? (Causa),¿Cómo se resolvió? (Acciones),¿Qué Paso?,¿Por qué Paso?:,¿Cómo se Resolvió?
2023-07-03 01:00:00,2023-07-03 02:00:00,01:00:00,210-21-109  ASTILLADOR L2,P Madera L2,A,Cambio de Cuchillos (Int) (P Madera L2),  Operaciones,,N,S,_Cambio de cuchillos sin novedad.,,,,,
2023-07-03 00:30:00,2023-07-03 00:30:00,00:00:00,210-20-107  DETECTOR DE METALES,P Madera L2,A,Prueba de Equipos (Int.) (P Madera L2),  Operaciones,,N,N,_Detector de metales operativo.,,,,,
2023-07-03 00:20:00,2023-07-03 00:35:00,00:15:00,210-25-384  CINTA TRANSPORTADORA DE CORTEZA L1 Y L,P Madera L2,A,Taco de Corteza en Cinta (Int.) (P Madera L2),  Operaciones,,N,S,_Taco de corteza en chute de descarga rastra 381 a cinta 384.,,,,,
2023-07-02 19:45:00,2023-07-02 20:05:00,00:20:00,210-25-390  CINTA DE ALIMENTACION PICADOR CORTEZ N,P Madera L2,C,Trabamiento Cinta (Int.) (P Madera L2),  Operaciones,,S,S,tiempo acumulado de trabamiento de cinta,,,,,
2023-07-02 18:50:00,2023-07-02 19:50:00,01:00:00,210-21-109  ASTILLADOR L2,P Madera L2,C,Cambio de Cuchillos (Int) (P Madera L2),  Operaciones,,N,S,,,,,,
2023-07-02 16:15:00,2023-07-02 16:35:00,00:20:00,210-25-390  CINTA DE ALIMENTACION PICADOR CORTEZ N,P Madera L2,C,Sobrecarga Motor (Int.) (P Madera L2),  Operaciones,,N,S,"* Tpo acumulativo en turno , por trabamiento de cinta.",,,,,
2023-07-02 14:50:00,2023-07-02 15:30:00,00:40:00,210-25-412  RASTRA CORTEZA RECEPTORA AGUA LAVADO,P Madera L2,B,Trabamiento Equipo (Int.) (P Madera L2),  Operaciones,,S,S,- Trabamiento rastra en zona motriz por trozo.,,,,,
2023-07-02 13:40:00,2023-07-02 14:00:00,00:20:00,210-25-413  RASTRA EXTRACTORA SÓLIDOS POZO,P Madera L2,B,Retiro de Lodo desde Buncker (Ext.) (P Madera L2),  Operaciones,,S,S,,,,,,
2023-07-02 09:50:00,2023-07-02 10:50:00,01:00:00,210-21-109  ASTILLADOR L2,P Madera L2,B,Cambio de Cuchillos (Int) (P Madera L2),  Operaciones,,N,S,,,,,,
2023-07-02 08:40:00,2023-07-02 08:40:00,00:00:00,210-20-107  DETECTOR DE METALES,P Madera L2,B,Prueba de Equipos (Int.) (P Madera L2),  Operaciones,,N,N,- Operativo.,,,,,
2023-07-02 04:25:00,2023-07-02 05:25:00,01:00:00,210-21-109  ASTILLADOR L2,P Madera L2,A,Cambio de Cuchillos (Int) (P Madera L2),  Operaciones,,N,S,_Cambio de cuchillos sin novedad.,,,,,
2023-07-02 02:00:00,2023-07-02 02:20:00,00:20:00,210-25-390  CINTA DE ALIMENTACION PICADOR CORTEZ N,P Madera L2,A,No Retiro Corteza de Buncker (Ext.) (P Madera L2),  Operaciones,,S,S,tiempo acumulado de no retiro de corteza del bunker por parte de retro chome.,,,,,
2023-07-02 00:30:00,2023-07-02 00:30:00,00:00:00,210-20-107  DETECTOR DE METALES,P Madera L2,A,Prueba de Equipos (Int.) (P Madera L2),  Operaciones,,N,N,_Detector de metales operativo.,,,,,
2023-07-01 22:00:00,2023-07-01 22:15:00,00:15:00,210-25-413  RASTRA EXTRACTORA SÓLIDOS POZO,P Madera L2,C,Retiro de Lodo desde Buncker (Ext.) (P Madera L2),  Operaciones,,N,S,_Retiro de contenedor y limpieza.,,,,,
2023-07-01 21:00:00,2023-07-01 22:00:00,01:00:00,210-21-109  ASTILLADOR L2,P Madera L2,C,Cambio de Cuchillos (Int) (P Madera L2),  Operaciones,,N,S,_Cambio de cuchillos sin novedad.,,,,,
2023-07-01 20:30:00,2023-07-01 21:00:00,00:30:00,210-21-109  ASTILLADOR L2,P Madera L2,C,Mal Corte Astillador (Int.) (P Madera L2),  Operaciones,,N,S,"_Retiro de trozos en astillador,por mal corte.",,,,,
2023-07-01 16:20:00,2023-07-01 16:20:00,00:00:00,210-20-107  DETECTOR DE METALES,P Madera L2,C,Prueba de Equipos (Int.) (P Madera L2),  Operaciones,,N,N,_Detector de metales operativo.,,,,,
2023-07-01 14:00:00,2023-07-01 14:20:00,00:20:00,210-25-413  RASTRA EXTRACTORA SÓLIDOS POZO,P Madera L2,B,Retiro de Lodo desde Buncker (Ext.) (P Madera L2),  Operaciones,,N,S,,,,,,
2023-07-01 11:00:00,2023-07-01 11:30:00,00:30:00,210-21-391/04  MOTOR ELECTRICO CINTA DE ALIMENTACI,P Madera L2,B,Sobrecarga Motor (Int.) (P Madera L2),  Operaciones,,N,S,"-Sobre carga en cinta (390/4)
-Tiempo acomulativo",,,,,
2023-07-01 09:50:00,2023-07-01 11:00:00,01:10:00,210-21-109  ASTILLADOR L2,P Madera L2,B,Cambio de Cuchillos (Int) (P Madera L2),  Operaciones,,N,S,-Tiempo excedio debido a que los cuchillos estaban levemente apretados.,,,,,
2023-07-01 09:25:00,2023-07-01 09:50:00,00:25:00,210-25-106  CINTA ALIMENTACION ASTILLADOR L2,P Madera L2,B,Trabamiento Cinta (Int.) (P Madera L2),  Operaciones,,N,S,-Trozo apretado en detector de metales.,,,,,
2023-07-01 03:45:00,2023-07-01 04:35:00,00:50:00,210-25-106  CINTA ALIMENTACION ASTILLADOR L2,P Madera L2,A,Taco de Trozos en Cinta (Int.) (P Madera L2),  Operaciones,,N,S,"_Taco de trozos en cinta,zona detector de metales.",,,,,
2023-07-01 02:00:00,2023-07-01 03:00:00,01:00:00,210-25-104  RODILLOS SEPARADORES DE CORTEZA,P Madera L2,A,Reparación Línea de Agua (P Madera L2),    Mecánica,,N,S,_Se realiza cambio de  2 cañerias de agua fresca en duchas  lavado de trozos.,,,,,
2023-07-01 01:00:00,2023-07-01 02:00:00,01:00:00,210-21-109  ASTILLADOR L2,P Madera L2,A,Cambio de Cuchillos (Int) (P Madera L2),  Operaciones,,N,S,"_Cambio de cuchillos sin novedad.
_Se realiza inspección del ducto de fino.
_Se realiza reparación chute del astillador.",,,,,
2023-07-01 00:30:00,2023-07-01 00:30:00,00:00:00,210-20-107  DETECTOR DE METALES,P Madera L2,A,Prueba de Equipos (Int.) (P Madera L2),  Operaciones,,N,N,_Detector de metales operativo.,,,,,
2023-06-30 23:05:00,2023-06-30 23:20:00,00:15:00,210-25-386  CINTA TRANS. CORTEZA ESCALPER PICADORE,P Madera L2,C,Taco de Corteza (Int.) (P Madera L2),  Operaciones,,S,S,taco de corteza y trozos entre cinta 210-25-386 y descarga cinta 210-25-392,,,,,
2023-06-30 18:30:00,2023-06-30 18:50:00,00:20:00,210-25-413  RASTRA EXTRACTORA SÓLIDOS POZO,P Madera L2,C,Retiro de Lodo desde Buncker (Ext.) (P Madera L2),  Operaciones,,N,S,_Retiro de contemedor y limpieza.,,,,,
2023-06-30 16:40:00,2023-06-30 17:50:00,01:10:00,210-21-109  ASTILLADOR L2,P Madera L2,C,Cambio de Cuchillos (Int) (P Madera L2),  Operaciones,,N,S,-Cuchillos levemente apretados.,,,,,
2023-06-30 16:15:00,2023-06-30 16:40:00,00:25:00,210-27-109  REDUCTOR ASTILLADOR L2,P Madera L2,C,Espera Cambio Cuchillo  (Int.) (P Madera L2),  Operaciones,,N,S,,,,,,
2023-06-30 15:00:00,2023-06-30 15:20:00,00:20:00,210-25-104  RODILLOS SEPARADORES DE CORTEZA,P Madera L2,B,Otros (Int.) (P Madera L2),  Operaciones,,S,S,- Dosificación de trozos ( tiempo acumulativo),,,,,
2023-06-30 14:00:00,2023-06-30 14:30:00,00:30:00,210-25-382  RASTRA CORTEZA BAJO RODILLOS L2,P Madera L2,B,Otros (Int.) (P Madera L2),  Operaciones,,S,S,"- Corte fusible mecánico, tiempo acumulativo.",,,,,
2023-06-30 12:30:00,2023-06-30 12:50:00,00:20:00,210-25-413  RASTRA EXTRACTORA SÓLIDOS POZO,P Madera L2,B,Retiro de Lodo desde Buncker (Ext.) (P Madera L2),  Operaciones,,S,S,,,,,,
2023-06-30 10:00:00,2023-06-30 11:00:00,01:00:00,210-21-109  ASTILLADOR L2,P Madera L2,B,Cambio de Cuchillos (Int) (P Madera L2),  Operaciones,,N,S,,,,,,
2023-06-30 09:20:00,2023-06-30 09:35:00,00:15:00,210-23-459  BOMBA AGUA DE CIRCULACIÓN LÍNEA 2,P Madera L2,B,Otros (Int.) (P Madera L2),  Operaciones,,S,S,- Baja eficiencia bomba.,,,,,
2023-06-30 08:30:00,2023-06-30 08:30:00,00:00:00,210-20-107  DETECTOR DE METALES,P Madera L2,B,Prueba de Equipos (Int.) (P Madera L2),  Operaciones,,N,N,- Operativo.,,,,,
2023-06-30 08:00:00,2023-06-30 08:30:00,00:30:00,210-21-391  PICADOR DE CORTEZA N° 2,P Madera L2,B,Trabamiento Equipo (Int.) (P Madera L2),  Operaciones,,N,S,- Trabamiento equipo por corteza.,,,,,
2023-06-30 04:15:00,2023-06-30 05:15:00,01:00:00,210-21-109  ASTILLADOR L2,P Madera L2,A,Cambio de Cuchillos (Int) (P Madera L2),  Operaciones,,N,S,_Cambio de cuchillos sin novedad.,,,,,
2023-06-30 00:50:00,2023-06-30 01:30:00,00:40:00,210-25-390  CINTA DE ALIMENTACION PICADOR CORTEZ N,P Madera L2,A,Trabamiento Cinta (Int.) (P Madera L2),  Operaciones,,N,S,_Trabamiento de cinta por exceso de corteza.,,,,,
2023-06-30 00:30:00,2023-06-30 00:30:00,00:00:00,210-20-107  DETECTOR DE METALES,P Madera L2,A,Prueba de Equipos (Int.) (P Madera L2),  Operaciones,,N,N,_Detector de metales operativo.,,,,,
2023-06-30 00:00:00,2023-06-30 00:30:00,00:30:00,210-21-388  CLASIFICADOR DE DISCO,P Madera L2,A,No retiro de corteza bunker Pallmann (P Madera L2),  Externa,,N,S,_No retiro de corteza desde buncker Chome en pane.,,,,,
2023-06-29 20:00:00,2023-06-29 21:00:00,01:00:00,210-21-109  ASTILLADOR L2,P Madera L2,C,Reparación Estructurales (P Madera L2),    Mecánica,,N,S,"- Se realiza reparacion en chute astillador
(soldadura).",,,,,
2023-06-29 19:00:00,2023-06-29 20:00:00,01:00:00,210-21-109  ASTILLADOR L2,P Madera L2,C,Cambio de Cuchillos (Int) (P Madera L2),  Operaciones,,N,S,"- Retiro cuchillos con desgaste normal
- Se inspecciona ducto de fino",,,,,
2023-06-29 18:00:00,2023-06-29 18:25:00,00:25:00,210-21-388  CLASIFICADOR DE DISCO,P Madera L2,C,Otros (Int.) (P Madera L2),  Operaciones,,N,S,Retiro de andamios por instalacion de camara de tv.,,,,,
2023-06-29 17:35:00,2023-06-29 17:50:00,00:15:00,210-25-390  CINTA DE ALIMENTACION PICADOR CORTEZ N,P Madera L2,C,Taco de Corteza en Cinta (Int.) (P Madera L2),  Operaciones,,N,S,Taco de corteza en cinta por exceso de material.,,,,,
2023-06-29 16:10:00,2023-06-29 16:10:00,00:00:00,210-20-107  DETECTOR DE METALES,P Madera L2,C,Prueba de Equipos (Int.) (P Madera L2),  Operaciones,,N,N,"- Equipo operativo 
- Rutina operador terreno",,,,,
2023-06-29 12:10:00,2023-06-29 12:30:00,00:20:00,210-25-409  TRANSPORTADOR DE DESCRGA DE PIEDRAS N°,P Madera L2,B,Limpieza de Equipo (Int.) (P Madera L2),  Operaciones,,N,S,- Se continúa con limpieza del equipo.,,,,,
2023-06-29 11:10:00,2023-06-29 12:10:00,01:00:00,210-21-109  ASTILLADOR L2,P Madera L2,B,Cambio de Cuchillos (Int) (P Madera L2),  Operaciones,,N,S,,,,,,
2023-06-29 09:45:00,2023-06-29 11:10:00,01:25:00,210-21-109  ASTILLADOR L2,P Madera L2,B,Mal Corte Astillador (Int.) (P Madera L2),  Operaciones,,S,S,- Taco de trozos por mal corte cuchillo del astillador.,,,,,
2023-06-29 08:45:00,2023-06-29 09:10:00,00:25:00,210-21-388  CLASIFICADOR DE DISCO,P Madera L2,B,Taco de Corteza en Chute (Int.) (P Madera L2),  Operaciones,,S,S,- Taco de corteza al ducto 390.,,,,,
2023-06-29 08:30:00,2023-06-29 08:30:00,00:00:00,210-20-107  DETECTOR DE METALES,P Madera L2,B,Prueba de Equipos (Int.) (P Madera L2),  Operaciones,,N,N,- Operativo.,,,,,
2023-06-29 08:15:00,2023-06-29 08:25:00,00:10:00,210-25-382  RASTRA CORTEZA BAJO RODILLOS L2,P Madera L2,B,Otros (Int.) (P Madera L2),  Operaciones,,N,S,- Cambio de fusible mecánico.,,,,,
2023-06-29 08:05:00,2023-06-29 08:15:00,00:10:00,210-25-382  RASTRA CORTEZA BAJO RODILLOS L2,P Madera L2,B,Espera de Recurso Eléctrico (P Madera L2),    Electrocontrol,,S,S,"- Espera de recurso, por corte fusible mecánico.",,,,,
2023-06-29 05:40:00,2023-06-29 06:00:00,00:20:00,210-25-413  RASTRA EXTRACTORA SÓLIDOS POZO,P Madera L2,A,Retiro de Lodo desde Buncker (Ext.) (P Madera L2),  Operaciones,,S,S,,,,,,
2023-06-29 03:20:00,2023-06-29 04:20:00,01:00:00,210-21-109  ASTILLADOR L2,P Madera L2,A,Cambio de Cuchillos (Int) (P Madera L2),  Operaciones,,N,S,,,,,,
2023-06-29 02:10:00,2023-06-29 03:20:00,01:10:00,210-21-109  ASTILLADOR L2,P Madera L2,A,Mal Corte Astillador (Int.) (P Madera L2),  Operaciones,,S,S,Personal cambio de cuchillos en pallman,,,,,
2023-06-28 21:45:00,2023-06-28 22:45:00,01:00:00,210-21-109  ASTILLADOR L2,P Madera L2,C,Cambio de Cuchillos (Int) (P Madera L2),  Operaciones,,N,S,,,,,,
2023-06-28 21:05:00,2023-06-28 21:45:00,00:40:00,210-21-109  ASTILLADOR L2,P Madera L2,C,Mal Corte Astillador (Int.) (P Madera L2),  Operaciones,,S,S,Personal cambio de cuchillos en L-3,,,,,
2023-06-28 18:40:00,2023-06-28 19:00:00,00:20:00,210-25-394  CINTA EXTRACTORA CORTEZA BAJO PICADORE,P Madera L2,C,Otros (Int.) (P Madera L2),  Operaciones,,N,S,-Retiro de tablones bajo Pallman 391.,,,,,
2023-06-28 18:20:00,2023-06-28 18:40:00,00:20:00,210-21-390  PICADOR DE CORTEZA N° 1,P Madera L2,C,Sobrecarga Motor (Int.) (P Madera L2),  Operaciones,,N,S,,,,,,
2023-06-28 16:20:00,2023-06-28 16:40:00,00:20:00,210-21-390/04  MOTOR ELECTRICO CINTA DE ALIMENTACI,P Madera L2,C,Taco de Corteza en Cinta (Int.) (P Madera L2),  Operaciones,,N,S,,,,,,
2023-06-28 13:55:00,2023-06-28 14:15:00,00:20:00,210-25-394  CINTA EXTRACTORA CORTEZA BAJO PICADORE,P Madera L2,B,Otros (Int.) (P Madera L2),  Operaciones,,N,S,"-Instalacion de tablones bajo Pallman 391, para limpieza inferior.",,,,,
2023-06-28 11:50:00,2023-06-28 13:55:00,02:05:00,210-25-409  RASTRA DE CORTEZA TRANSPORTADOR DE DES,P Madera L2,B,Otros (Int.) (P Madera L2),  Operaciones,,N,S,-Taco de corteza en ducto hacia rastra 409,,,,,
2023-06-28 10:40:00,2023-06-28 11:00:00,00:20:00,210-25-413  RASTRA EXTRACTORA SÓLIDOS POZO,P Madera L2,B,Retiro de Lodo desde Buncker (Ext.) (P Madera L2),  Operaciones,,N,S,,,,,,
2023-06-28 08:00:00,2023-06-28 10:40:00,02:40:00,210-21-388  CLASIFICADOR DE DISCO,P Madera L2,B,Taco de Corteza en Chute (Int.) (P Madera L2),  Operaciones,,N,S,-Durante este tiempo se realiza cambio de cuchillos sin tiempo perdido.,,,,,
2023-06-28 06:25:00,2023-06-28 06:45:00,00:20:00,210-25-391  CINTA DE ALIMENTACION PICADOR CORTEZ N,P Madera L2,A,Trabamiento Cinta (Int.) (P Madera L2),  Operaciones,,S,S,,,,,,
2023-06-28 03:00:00,2023-06-28 04:00:00,01:00:00,210-21-109  ASTILLADOR L2,P Madera L2,A,Cambio de Cuchillos (Int) (P Madera L2),  Operaciones,,N,S,,,,,,
2023-06-28 01:45:00,2023-06-28 03:00:00,01:15:00,210-21-109  ASTILLADOR L2,P Madera L2,A,Espera Cambio Cuchillo  (Int.) (P Madera L2),  Operaciones,,N,S,Personal cambio de cuchillos en linea uno,,,,,
2023-06-28 01:20:00,2023-06-28 01:40:00,00:20:00,210-21-109  ASTILLADOR L2,P Madera L2,A,Mal Corte Astillador (Int.) (P Madera L2),  Operaciones,,S,S,,,,,,
2023-06-27 19:25:00,2023-06-27 19:45:00,00:20:00,210-21-390/01  MOTOR ELECTRICO ACC. PRINCIPAL PICA,P Madera L2,C,Sobrecarga Motor (Int.) (P Madera L2),  Operaciones,,N,S,_Sobre carga motor principal.,,,,,
2023-06-27 18:00:00,2023-06-27 19:00:00,01:00:00,210-21-109  ASTILLADOR L2,P Madera L2,C,Cambio de Cuchillos (Int) (P Madera L2),  Operaciones,,N,S,_Cambio de cuchillos sin novedad.,,,,,
2023-06-27 16:30:00,2023-06-27 16:30:00,00:00:00,210-20-107  DETECTOR DE METALES,P Madera L2,C,Prueba de Equipos (Int.) (P Madera L2),  Operaciones,,N,N,_Detector de metales operativo.,,,,,
2023-06-27 11:30:00,2023-06-27 12:30:00,01:00:00,210-21-109  ASTILLADOR L2,P Madera L2,B,Cambio de Cuchillos (Int) (P Madera L2),  Operaciones,,N,S,,,,,,
2023-06-27 08:05:00,2023-06-27 08:30:00,00:25:00,210-25-382  RASTRA CORTEZA BAJO RODILLOS L2,P Madera L2,B,Espera de Recurso Eléctrico (P Madera L2),    Electrocontrol,,N,S,"*Espera recurso , desconexion y conexion equipo por corte fusible mecanico.",,,,,
2023-06-27 07:00:00,2023-06-27 07:20:00,00:20:00,210-25-101  MESA ALIMENTACION  L2,P Madera L2,A,Sin Alimentación  (Ext.) (P Madera L2),  Operaciones,,S,S,,,,,,
2023-06-27 05:50:00,2023-06-27 06:10:00,00:20:00,210-25-413  RASTRA EXTRACTORA SÓLIDOS POZO,P Madera L2,A,Retiro de Lodo desde Buncker (Ext.) (P Madera L2),  Operaciones,,S,S,,,,,,
2023-06-27 05:25:00,2023-06-27 05:35:00,00:10:00,210-21-388  CLASIFICADOR DE DISCO,P Madera L2,A,Taco de Corteza en Chute (Int.) (P Madera L2),  Operaciones,,S,,,,,,,
2023-06-27 02:40:00,2023-06-27 03:40:00,01:00:00,210-21-109  ASTILLADOR L2,P Madera L2,A,Cambio de Cuchillos (Int) (P Madera L2),  Operaciones,,N,S,,,,,,
2023-06-27 01:40:00,2023-06-27 02:05:00,00:25:00,210-25-382  RASTRA CORTEZA BAJO RODILLOS L2,P Madera L2,A,Otros (Int.) (P Madera L2),  Operaciones,,S,S,Corte fusible mecanico,,,,,
2023-06-26 23:30:00,2023-06-26 23:59:00,00:29:00,210-25-386  CINTA TRANS. CORTEZA ESCALPER PICADORE,P Madera L2,C,Taco de Corteza en Cinta (Int.) (P Madera L2),  Operaciones,,N,S,taco de corteza en cinta 386 chute 392,,,,,
2023-06-26 22:00:00,2023-06-26 22:30:00,00:30:00,210-21-390/01  MOTOR ELECTRICO ACC. PRINCIPAL PICA,P Madera L2,C,Sobrecarga Motor (Int.) (P Madera L2),  Operaciones,,N,S,Motor principal Pallman 210-21-390 cae por sobrecarga y Pallman 210-21-391 se encuentra en proceso cambio de cuchillos._,,,,,
2023-06-26 19:45:00,2023-06-26 20:45:00,01:00:00,210-21-109  ASTILLADOR L2,P Madera L2,C,Cambio de Cuchillos (Int) (P Madera L2),  Operaciones,,N,S,_Cambio de cuchillos sin novedad.,,,,,
2023-06-26 18:05:00,2023-06-26 18:20:00,00:15:00,210-21-388  CLASIFICADOR DE DISCO,P Madera L2,C,No Retiro Corteza de Buncker (Ext.) (P Madera L2),  Operaciones,,N,S,_No retiro de conteza (espera de recurso CHOME).,,,,,
2023-06-26 16:30:00,2023-06-26 16:30:00,00:00:00,210-20-107  DETECTOR DE METALES,P Madera L2,C,Prueba de Equipos (Int.) (P Madera L2),  Operaciones,,N,N,_Detector de metales operativo.,,,,,
2023-06-26 16:20:00,2023-06-26 16:50:00,00:30:00,210-25-391  CINTA DE ALIMENTACION PICADOR CORTEZ N,P Madera L2,C,Trabamiento Cinta (Int.) (P Madera L2),  Operaciones,,N,S,_Trabamiento cinta por exeso de corteza.,,,,,
2023-06-26 14:00:00,2023-06-26 14:15:00,00:15:00,210-25-386  CINTA TRANS. CORTEZA ESCALPER PICADORE,P Madera L2,B,Taco de Corteza en Cinta (Int.) (P Madera L2),  Operaciones,,N,S,,,,,,
2023-06-26 12:30:00,2023-06-26 13:30:00,01:00:00,210-21-109  ASTILLADOR L2,P Madera L2,B,Cambio de Cuchillos (Int) (P Madera L2),  Operaciones,,N,S,,,,,,
2023-06-26 12:05:00,2023-06-26 12:30:00,00:25:00,210-21-109  ASTILLADOR L2,P Madera L2,B,Taco de Trozos (Int.) (P Madera L2),  Operaciones,,N,S,,,,,,
2023-06-26 10:00:00,2023-06-26 10:20:00,00:20:00,210-25-384  CINTA TRANSPORTADORA DE CORTEZA L1 Y L,P Madera L2,B,Limpieza Estructuras (Int.) (P Madera L2),  Operaciones,,N,S,,,,,,
2023-06-26 09:00:00,2023-06-26 09:35:00,00:35:00,210-25-101  MESA ALIMENTACION  L2,P Madera L2,B,Sin Alimentación  (Ext.) (P Madera L2),  Operaciones,,N,S,,,,,,
2023-06-26 06:50:00,2023-06-26 07:20:00,00:30:00,210-25-101  MESA ALIMENTACION  L2,P Madera L2,A,Sin Alimentación  (Ext.) (P Madera L2),  Operaciones,,S,S,,,,,,
2023-06-26 05:35:00,2023-06-26 06:00:00,00:25:00,210-25-413  RASTRA EXTRACTORA SÓLIDOS POZO,P Madera L2,A,Retiro de Lodo desde Buncker (Ext.) (P Madera L2),  Operaciones,,S,S,,,,,,
2023-06-26 01:20:00,2023-06-26 01:35:00,00:15:00,210-25-391  CINTA DE ALIMENTACION PICADOR CORTEZ N,P Madera L2,A,Sobrecarga Motor (Int.) (P Madera L2),  Operaciones,,S,S,,,,,,
2023-06-26 00:05:00,2023-06-26 00:20:00,00:15:00,210-25-390  CINTA DE ALIMENTACION PICADOR CORTEZ N,P Madera L2,A,No retiro de corteza bunker Pallmann (P Madera L2),  Externa,,S,S,,,,,,
2023-06-25 18:00:00,2023-06-25 18:20:00,00:20:00,210-25-413  RASTRA EXTRACTORA SÓLIDOS POZO,P Madera L2,C,Retiro de Lodo desde Buncker (Ext.) (P Madera L2),  Operaciones,,N,S,_Retiro de contenedor y limpieza.,,,,,
2023-06-25 16:30:00,2023-06-25 16:30:00,00:00:00,210-20-107  DETECTOR DE METALES,P Madera L2,C,Prueba de Equipos (Int.) (P Madera L2),  Operaciones,,N,N,_Detector de metales operativo.,,,,,
2023-06-25 13:55:00,2023-06-25 14:55:00,01:00:00,210-21-109  ASTILLADOR L2,P Madera L2,B,Cambio de Cuchillos (Int) (P Madera L2),  Operaciones,,S,S,,,,,,
2023-06-25 12:00:00,2023-06-25 12:30:00,00:30:00,210-25-391  CINTA DE ALIMENTACION PICADOR CORTEZ N,P Madera L2,B,No Retiro Corteza de Buncker (Ext.) (P Madera L2),  Operaciones,,N,S,,,,,,
