Fecha Hora Inicio,Fecha Hora Termino,Duracion,Instalación,Proceso,Turno,Motivo (Seleccione de la Lista),Responsable,Falla,Impevisto,Tiempo perdido,¿Qué pasó? (Efecto),¿Por qué pasó? (Causa),¿Cómo se resolvió? (Acciones),¿Qué Paso?,¿Por qué Paso?:,¿Cómo se Resolvió?
2023-06-27 11:00:00,2023-06-27 12:00:00,01:00:00,210-25-001  MESA ALIMENTACION  L1,P Madera L1,B,Reparación Gentle Feel (P Madera L1),    Mecánica,,N,S,"Se realiza reparacion en fisuras placas gentlefeed zona entrada a descortezador (placa oriente, central y poniente).",,,,,
2023-06-27 10:00:00,2023-06-27 11:00:00,01:00:00,210-21-009  ASTILLADOR L1,P Madera L1,B,Cambio de Cuchillos (P Madera L1),  Operaciones,,N,S,,,,,,
2023-06-27 09:00:00,2023-06-27 10:00:00,01:00:00,210-21-002  DESCORTEZADOR,P Madera L1,B,Desocupar Línea (P Madera L1),  Operaciones,,N,S,Desocupar mesa y descortezador para intervencion mecanica.,,,,,
2023-06-27 05:50:00,2023-06-27 06:10:00,00:20:00,210-25-413  RASTRA EXTRACTORA SÓLIDOS POZO,P Madera L1,A,Retiro de Lodo desde Buncker (P Madera L1),  Operaciones,,N,S,Retiro y reposicion caja receptora de lodo rastra 210-25-413._,,,,,
2023-06-27 04:40:00,2023-06-27 05:35:00,00:55:00,210-21-388  CLASIFICADOR DE DISCO,P Madera L1,A,Taco de Corteza en Chute (P Madera L1),  Operaciones,,S,S,Taco de corteza en chute por acumulacion de material provocado por trabajar a piso por encontrarse motor principal 210-21-391 por sobrecarga y 210-21-390 en cambio de cuchillos._,,,,,
2023-06-27 01:00:00,2023-06-27 02:00:00,01:00:00,210-21-009  ASTILLADOR L1,P Madera L1,A,Cambio de Cuchillos (P Madera L1),  Operaciones,,N,S,"Cambio de cuchillos sin novedades mecanicas, Ducto de fino revisado quedando limpio._",,,,,
2023-06-26 23:30:00,2023-06-26 23:59:00,00:29:00,210-25-386  CINTA TRANS. CORTEZA ESCALPER PICADORE,P Madera L1,C,Taco de Corteza en Cinta (P Madera L1),  Operaciones,,N,S,taco de corteza en cinta 386 chute 392,,,,,
2023-06-26 22:05:00,2023-06-26 23:05:00,01:00:00,210-21-390  PICADOR DE CORTEZA N° 1,P Madera L1,C,Sobrecarga Motor (P Madera L1),  Operaciones,,S,S,Motor principal Pallman 210-21-390 cae por sobrecarga y Pallman 210-21-391 se encuentra en proceso cambio de cuchillos._,,,,,
2023-06-26 18:05:00,2023-06-26 18:20:00,00:15:00,210-21-388  CLASIFICADOR DE DISCO,P Madera L1,C,No Retiro Corteza de Buncker (P Madera L1),  Operaciones,,N,S,_No retiro de conteza (espera de recurso CHOME).,,,,,
2023-06-26 16:20:00,2023-06-26 16:50:00,00:30:00,210-25-391  CINTA DE ALIMENTACION PICADOR CORTEZ N,P Madera L1,C,Trabamiento Cinta (P Madera L1),  Operaciones,,N,S,_Trabamiento cinta por exeso de corteza.,,,,,
2023-06-26 14:30:00,2023-06-26 15:30:00,01:00:00,210-21-009  ASTILLADOR L1,P Madera L1,B,Cambio de Cuchillos (P Madera L1),  Operaciones,,N,S,,,,,,
2023-06-26 14:00:00,2023-06-26 14:15:00,00:15:00,210-25-386  CINTA TRANS. CORTEZA ESCALPER PICADORE,P Madera L1,B,Taco de Corteza en Cinta (P Madera L1),  Operaciones,,S,S,,,,,,
2023-06-26 11:00:00,2023-06-26 11:30:00,00:30:00,210-25-004  RODILLOS SEPARADORES DE CORTEZA,P Madera L1,B,Otros (P Madera L1),  Operaciones,,S,S,Dosificar trozos.,,,,,
2023-06-26 10:00:00,2023-06-26 10:20:00,00:20:00,210-25-384  CINTA TRANSPORTADORA DE CORTEZA L1 Y L,P Madera L1,B,Limpieza de Equipo (P Madera L1),  Operaciones,,N,S,,,,,,
2023-06-26 05:35:00,2023-06-26 06:00:00,00:25:00,210-25-413  RASTRA EXTRACTORA SÓLIDOS POZO,P Madera L1,A,Retiro de Lodo desde Buncker (P Madera L1),  Operaciones,,N,S,Retiro y reposicion de caja receptora de lodo rastra 210-25-413._,,,,,
2023-06-26 03:35:00,2023-06-26 04:35:00,01:00:00,210-21-009  ASTILLADOR L1,P Madera L1,A,Cambio de Cuchillos (P Madera L1),  Operaciones,,N,S,"Cambio de cuchillos sin novedades mecanicas, Ducto de fino revisado quedando limpio._",,,,,
2023-06-26 01:20:00,2023-06-26 01:35:00,00:15:00,210-21-391  PICADOR DE CORTEZA N° 2,P Madera L1,A,Sobrecarga Motor (P Madera L1),  Operaciones,,S,S,Motor principal pallman 210-21-391 cae por sobrecarga con 1hrs en servicio con carga normal quedando trabado._,,,,,
2023-06-26 00:05:00,2023-06-26 00:20:00,00:15:00,210-21-390  PICADOR DE CORTEZA N° 1,P Madera L1,A,No retiro de corteza bunker Silo (P Madera L1),  Externa,,S,S,Espera de Chome para retiro material desde buncker Pallman._,,,,,
2023-06-25 23:25:00,2023-06-25 23:40:00,00:15:00,210-25-407  TRANSPORTADOR DESCARGA PIEDRAS N°1,P Madera L1,C,Taco de Corteza en Chute (P Madera L1),  Operaciones,,S,S,Taco de corteza por acumulacion de material._,,,,,
2023-06-25 21:30:00,2023-06-25 21:40:00,00:10:00,210-25-004/15  RASTRA DE CORTEZA SAL. DESC. L1,P Madera L1,C,Otros (P Madera L1),  Operaciones,,S,S,Corte y cambio de fusible mecanico._,,,,,
2023-06-25 20:10:00,2023-06-25 21:10:00,01:00:00,210-21-009  ASTILLADOR L1,P Madera L1,C,Cambio de Cuchillos (P Madera L1),  Operaciones,,N,S,"Cambio de cuchillos sin novedades mecanicas, Ducto de fino revisado quedando limpio._",,,,,
2023-06-25 18:00:00,2023-06-25 18:20:00,00:20:00,210-25-413  RASTRA EXTRACTORA SÓLIDOS POZO,P Madera L1,C,Retiro de Lodo desde Buncker (P Madera L1),  Operaciones,,N,S,_Retiro de contenedor y limpieza.,,,,,
2023-06-25 12:00:00,2023-06-25 12:30:00,00:30:00,210-25-391  CINTA DE ALIMENTACION PICADOR CORTEZ N,P Madera L1,B,No Retiro Corteza de Buncker (P Madera L1),  Operaciones,,S,S,tiempo acumulado de no retiro de corteza por parte de chome.,,,,,
2023-06-25 12:00:00,2023-06-25 12:20:00,00:20:00,210-25-413  RASTRA EXTRACTORA SÓLIDOS POZO,P Madera L1,B,Retiro de Lodo desde Buncker (P Madera L1),  Operaciones,,N,S,retiro caja de lodos y limpieza del bunker,,,,,
2023-06-25 10:20:00,2023-06-25 11:20:00,01:00:00,210-21-009  ASTILLADOR L1,P Madera L1,B,Cambio de Cuchillos (P Madera L1),  Operaciones,,N,S,,,,,,
2023-06-25 09:30:00,2023-06-25 09:50:00,00:20:00,210-25-384  CINTA TRANSPORTADORA DE CORTEZA L1 Y L,P Madera L1,B,Taco de Corteza (P Madera L1),  Operaciones,,S,S,taco de corteza y trozos en descarga de rastra 210-25-381,,,,,
2023-06-25 09:20:00,2023-06-25 09:30:00,00:10:00,210-25-004/15  RASTRA DE CORTEZA SAL. DESC. L1,P Madera L1,B,Otros (P Madera L1),  Operaciones,,S,S,corte y reposision de fusible mecanico.,,,,,
2023-06-25 08:00:00,2023-06-25 08:35:00,00:35:00,210-25-001  MESA ALIMENTACION  L1,P Madera L1,B,Sin Alimentación  (P Madera L1),  Operaciones,,S,S,tiempo acumulado de 35 min. por falta de alimentacion de apco. (tractores menos y ramplas menos),,,,,
2023-06-25 06:30:00,2023-06-25 06:50:00,00:20:00,210-25-386  CINTA TRANS. CORTEZA ESCALPER PICADORE,P Madera L1,A,Taco de Corteza en Cinta (P Madera L1),  Operaciones,,S,S,,,,,,
2023-06-25 06:00:00,2023-06-25 06:20:00,00:20:00,210-25-001  MESA ALIMENTACION  L1,P Madera L1,A,Sin Alimentación  (P Madera L1),  Operaciones,,N,S,Cancha en mal estado.,,,,,
2023-06-25 04:00:00,2023-06-25 04:20:00,00:20:00,210-25-413  RASTRA EXTRACTORA SÓLIDOS POZO,P Madera L1,A,Retiro de Lodo desde Buncker (P Madera L1),  Operaciones,,N,S,,,,,,
